id,question_code,subject_id,chapter_id,question_type,content,explanation,difficulty,marks,negative_marks,correct_option,option_layout,year,source,raw_text
e448e4de-12b5-4e9b-8b44-536c01311fd8,PHY-MIP-0011,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>If two non-zero vectors \\(\\vec{A}\\) and \\(\\vec{B}\\) are perpendicular to each other, then</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"If two non-zero vectors \(\vec{A}\) and \(\vec{B}\) are perpendicular to each other, then"
3b909436-18e4-4d45-a888-3362d2262dd9,PHY-MIP-0012,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>For orthogonal unit vectors \\(\\hat{i}, \\hat{j}, \\hat{k}\\), which of the following is correct?</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/physics/phy_plane_diag_1.png"", ""alt"": ""Motion in a Plane Figure/Table for PHY-MIP-0012""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"For orthogonal unit vectors \(\hat{i}, \hat{j}, \hat{k}\), which of the following is correct?"
26086182-87e3-46d8-880d-8dbfc82c7e55,PHY-MIP-0013,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The vector product (cross product) of two vectors \\(\\vec{A}\\) and \\(\\vec{B}\\) is given by</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The vector product (cross product) of two vectors \(\vec{A}\) and \(\vec{B}\) is given by
5b8bc329-5f5b-416c-bc43-4f3a3d03d584,PHY-MIP-0014,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>If two non-zero vectors \\(\\vec{A}\\) and \\(\\vec{B}\\) are parallel or antiparallel to each other, then</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"If two non-zero vectors \(\vec{A}\) and \(\vec{B}\) are parallel or antiparallel to each other, then"
83ef931a-374a-42c3-a415-aa861ec20b31,PHY-MIP-0015,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>For cross product of unit vectors, which of the following relations is correct?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"For cross product of unit vectors, which of the following relations is correct?"
d887e92f-10ea-4d8a-ae50-dc04bfd2a127,PHY-MIP-0016,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The vector product of two vectors is anti-commutative, which means</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"The vector product of two vectors is anti-commutative, which means"
54a79dcd-e74b-4f54-bf1a-da66478e0e3e,PHY-MIP-0017,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The area of a parallelogram whose adjacent sides are represented by vectors \\(\\vec{A}\\) and \\(\\vec{B}\\) is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The area of a parallelogram whose adjacent sides are represented by vectors \(\vec{A}\) and \(\vec{B}\) is
bc5eb3b5-03fa-4bb5-8c27-c16fb9968fb0,PHY-MIP-0018,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The area of a triangle formed by vectors \\(\\vec{A}\\) and \\(\\vec{B}\\) as two adjacent sides is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The area of a triangle formed by vectors \(\vec{A}\) and \(\vec{B}\) as two adjacent sides is
295c6811-882d-499f-bbeb-213065ed2b4d,PHY-MIP-0019,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>If \\(\\vec{A} = 2\\hat{i} + 3\\hat{j} + 4\\hat{k}\\) and \\(\\vec{B} = 4\\hat{i} - 2\\hat{j} + 3\\hat{k}\\), the scalar product \\(\\vec{A} \\cdot \\vec{B}\\) is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"If \(\vec{A} = 2\hat{i} + 3\hat{j} + 4\hat{k}\) and \(\vec{B} = 4\hat{i} - 2\hat{j} + 3\hat{k}\), the scalar product \(\vec{A} \cdot \vec{B}\) is"
d42601d5-3c61-4ae3-a0e6-ed90a5e2397d,PHY-MIP-0020,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>A projectile is an object thrown into space with an initial velocity and then moves under the influence of</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,A projectile is an object thrown into space with an initial velocity and then moves under the influence of
c3afd1dc-b2cc-4d8e-bc6d-bbb58e16467a,PHY-MIP-0021,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The trajectory of a projectile in the absence of air resistance is a</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The trajectory of a projectile in the absence of air resistance is a
4cfe4a49-39bd-4131-b6cf-001ba439ab4f,PHY-MIP-0022,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The horizontal component of velocity \\(u_x\\) of a projectile throughout its flight</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/physics/phy_plane_table_2.png"", ""alt"": ""Motion in a Plane Figure/Table for PHY-MIP-0022""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The horizontal component of velocity \(u_x\) of a projectile throughout its flight
6cb70a76-9463-4edd-a3e3-04cce0f770a1,PHY-MIP-0023,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>At the highest point of projectile motion, the vertical component of velocity \\(v_y\\) is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"At the highest point of projectile motion, the vertical component of velocity \(v_y\) is"
ad7f3caf-a58f-4c59-a041-b481759331ac,PHY-MIP-0024,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The time of flight \\(T\\) of a projectile launched with speed \\(u\\) at angle \\(\\theta\\) with horizontal is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The time of flight \(T\) of a projectile launched with speed \(u\) at angle \(\theta\) with horizontal is
a90c3861-5fe5-470e-a32e-6449493600f9,PHY-MIP-0025,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The maximum height \\(H\\) reached by a projectile is given by</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The maximum height \(H\) reached by a projectile is given by
58c23604-5e1a-4117-95db-c9919079bfce,PHY-MIP-0026,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The horizontal range \\(R\\) of a projectile is given by</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/physics/phy_plane_diag_2.png"", ""alt"": ""Motion in a Plane Figure/Table for PHY-MIP-0026""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The horizontal range \(R\) of a projectile is given by
db9f7e7d-ab8a-4082-949c-2a954750a5b7,PHY-MIP-0027,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>Horizontal range \\(R\\) is maximum when the angle of projection \\(\\theta\\) is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,Horizontal range \(R\) is maximum when the angle of projection \(\theta\) is
8be4af71-95d9-4970-ac73-1d734f633893,PHY-MIP-0028,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The maximum horizontal range \\(R_{\\text{max}}\\) achievable by a projectile launched with speed \\(u\\) is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The maximum horizontal range \(R_{\text{max}}\) achievable by a projectile launched with speed \(u\) is
d8eaa449-95e6-4f7a-b5f2-27400269aab1,PHY-MIP-0029,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>At angle of projection \\(\\theta = 45^\\circ\\), the relation between maximum height \\(H\\) and maximum range \\(R_{\\text{max}}\\) is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"At angle of projection \(\theta = 45^\circ\), the relation between maximum height \(H\) and maximum range \(R_{\text{max}}\) is"
b46dfcef-b0d7-428f-a5c9-59303dd90f7d,PHY-MIP-0030,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The horizontal range of a projectile is the same for two complementary angles of projection, namely</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"The horizontal range of a projectile is the same for two complementary angles of projection, namely"
37d3c4e3-7dfb-4ed8-9cd5-b8abf490edac,PHY-MIP-0031,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>If \\(T_1\\) and \\(T_2\\) are times of flight for complementary angles \\(\\theta\\) and \\((90^\\circ - \\theta)\\) for the same speed \\(u\\), then</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Hard,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"If \(T_1\) and \(T_2\) are times of flight for complementary angles \(\theta\) and \((90^\circ - \theta)\) for the same speed \(u\), then"
a45cc308-7f97-4162-8f79-242da4805215,PHY-MIP-0032,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The equation of the trajectory of a projectile is given by</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The equation of the trajectory of a projectile is given by
4c1d353a-bc6d-4898-a035-9e2ed4b99eee,PHY-MIP-0033,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>A ball is projected with speed \\(u = 20 \\text{ m/s}\\) at an angle of \\(30^\\circ\\) with horizontal. Taking \\(g = 10 \\text{ m/s}^2\\), the time of flight is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"A ball is projected with speed \(u = 20 \text{ m/s}\) at an angle of \(30^\circ\) with horizontal. Taking \(g = 10 \text{ m/s}^2\), the time of flight is"
48b460b4-8053-44f0-9401-29333c0eac58,PHY-MIP-0034,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>For a projectile, the velocity vector and acceleration vector are perpendicular to each other at</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"For a projectile, the velocity vector and acceleration vector are perpendicular to each other at"
3d50c632-0e54-467f-beee-98a4a6e66c2d,PHY-MIP-0035,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The kinetic energy of a projectile at its highest point launched with kinetic energy \\(K\\) at angle \\(60^\\circ\\) is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The kinetic energy of a projectile at its highest point launched with kinetic energy \(K\) at angle \(60^\circ\) is
2bd953b2-a179-4a61-b730-43ca3f4382c5,PHY-MIP-0036,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The speed of a projectile at its maximum height is half of its initial speed \\(u\\). The angle of projection is</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/physics/phy_plane_table_3.png"", ""alt"": ""Motion in a Plane Figure/Table for PHY-MIP-0036""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The speed of a projectile at its maximum height is half of its initial speed \(u\). The angle of projection is
41e6ee3b-6709-43b2-9436-5a065de7d4d6,PHY-MIP-0037,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>In uniform circular motion (UCM), which of the following quantities remains constant?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"In uniform circular motion (UCM), which of the following quantities remains constant?"
e31f0588-6af4-4ec3-a5b8-888b856db25a,PHY-MIP-0038,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>In uniform circular motion of radius \\(R\\) and speed \\(v\\), the centripetal acceleration \\(a_c\\) is directed</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,"In uniform circular motion of radius \(R\) and speed \(v\), the centripetal acceleration \(a_c\) is directed"
6942dffd-9ffd-4b99-b4f1-8e2f9489d4c2,PHY-MIP-0039,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>The relationship between linear velocity \\(v\\) and angular velocity \\(\\omega\\) for a particle moving in a circular path of radius \\(r\\) is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,The relationship between linear velocity \(v\) and angular velocity \(\omega\) for a particle moving in a circular path of radius \(r\) is
4600b449-dd9c-4339-9555-8f06f020f08f,PHY-MIP-0040,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a11,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b18,MCQ,"[{""type"": ""text"", ""html"": ""<p>Angular displacement \\(\\theta\\) is measured in SI units of</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/physics/phy_plane_diag_3.png"", ""alt"": ""Motion in a Plane Figure/Table for PHY-MIP-0040""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Physics: Chapter 4 - Motion in a Plane.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Physics NEET Chapter 4 - Motion in a Plane,Angular displacement \(\theta\) is measured in SI units of
