id,question_code,subject_id,chapter_id,question_type,content,explanation,difficulty,marks,negative_marks,correct_option,option_layout,year,source,raw_text
434529f5-f125-4a09-8f6e-7d438ceed2ee,BIO-ANI-0021,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Metagenesis (alternation of generations) is exhibited by</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Metagenesis (alternation of generations) is exhibited by
09280267-9305-4546-a6a7-e31af7a1a420,BIO-ANI-0022,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Polyp is sessile and cylindrical form seen in</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Polyp is sessile and cylindrical form seen in
27cf34b4-330b-4c88-8420-952e792982f6,BIO-ANI-0023,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Medusa is umbrella-shaped and free-swimming form seen in</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/biology/bio_ani_diag_2.png"", ""alt"": ""Figure/Table Diagram for BIO-ANI-0023""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Medusa is umbrella-shaped and free-swimming form seen in
b2fc979e-db8c-47ab-ab93-e5aee1f67266,BIO-ANI-0024,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Match the common names with zoological names in Cnidarians: Physalia, Adamsia, Pennatula, Gorgonia.</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/biology/bio_ani_table_1.png"", ""alt"": ""Figure/Table Diagram for BIO-ANI-0024""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,"Match the common names with zoological names in Cnidarians: Physalia, Adamsia, Pennatula, Gorgonia."
6324d8fc-c15b-43ce-8789-dd2fb2d2a19f,BIO-ANI-0025,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Ctenophores are commonly known as</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Ctenophores are commonly known as
2d364829-6798-4621-b0c9-5cd0a94b8c8e,BIO-ANI-0026,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Locomotion in Ctenophora is brought about by</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Medium,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Locomotion in Ctenophora is brought about by
e0dea330-904f-4d21-bdf0-42afa92e8e2b,BIO-ANI-0027,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>The property of a living organism to emit light is well-marked in</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,The property of a living organism to emit light is well-marked in
8efda69f-2fd8-40f3-9943-7a35f52d6c9c,BIO-ANI-0028,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Platyhelminthes are dorso-ventrally flattened and hence called</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Platyhelminthes are dorso-ventrally flattened and hence called
6b1d6988-8bce-403d-b05f-e1f62c2edb02,BIO-ANI-0029,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Specialised cells called flame cells in flatworms help in</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Specialised cells called flame cells in flatworms help in
bdd8f6cd-31f3-4f7a-9418-71f5a86ee7d1,BIO-ANI-0030,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>High regeneration capacity is possessed by</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,High regeneration capacity is possessed by
8526ea66-6aea-4b04-8d64-dee5d22eb72c,BIO-ANI-0031,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Which of the following is an example of liver fluke?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Which of the following is an example of liver fluke?
eb35a87f-3251-4d0c-9203-0655d6520e36,BIO-ANI-0032,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Body of Aschelminthes is circular in cross-section, hence they are called</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/biology/bio_ani_table_3.png"", ""alt"": ""Figure/Table Diagram for BIO-ANI-0032""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,"Body of Aschelminthes is circular in cross-section, hence they are called"
af823c86-a82d-4d05-869e-17008b1ca29c,BIO-ANI-0033,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Alimentary canal is complete with a well-developed muscular pharynx in</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Alimentary canal is complete with a well-developed muscular pharynx in
a1047d1e-3e5d-48eb-a7c6-3476efc6ef51,BIO-ANI-0034,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>In Ascaris, females are</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,"In Ascaris, females are"
73765f9a-5fb8-429d-b758-4c8d7342d51b,BIO-ANI-0035,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Filarial worm is scientifically known as</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/biology/bio_ani_diag_3.png"", ""alt"": ""Figure/Table Diagram for BIO-ANI-0035""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Filarial worm is scientifically known as
b4071c2b-782f-4ba5-bbe2-8e507acd77d8,BIO-ANI-0036,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Hookworm is the common name of</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Hookworm is the common name of
5ac59417-2965-4d48-b22d-a4e45a0951e6,BIO-ANI-0037,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Annelids possess longitudinal and circular muscles which help in</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Annelids possess longitudinal and circular muscles which help in
a1428e5c-8b1c-4310-9444-71de615fdd8e,BIO-ANI-0038,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Aquatic annelids like Nereis possess lateral appendages called</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Aquatic annelids like Nereis possess lateral appendages called
5121693e-6209-4208-8fab-8c1dd0131909,BIO-ANI-0039,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Excretory organs in Annelids are</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Excretory organs in Annelids are
b340d6bd-6dfe-4b52-a6b4-9bf39cad18d5,BIO-ANI-0040,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Blood sucking leech is scientifically named as</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Blood sucking leech is scientifically named as
5e593bef-64f4-4913-9663-53f207aeffa8,BIO-ANI-0041,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>The largest phylum of Animalia which includes insects is</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,The largest phylum of Animalia which includes insects is
4742fa24-2e2f-4baa-bdf4-f5e93d9d1cb1,BIO-ANI-0042,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Over what fraction of all named species on earth are arthropods?</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Over what fraction of all named species on earth are arthropods?
d34f96c8-9566-4f8b-bf9c-4ecc88c7737e,BIO-ANI-0043,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Exoskeleton of arthropods is composed of</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Exoskeleton of arthropods is composed of
5aaa2f22-a158-409d-aa85-114f30d9b10d,BIO-ANI-0044,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Respiratory organs in arthropods include</p>""}, {""type"": ""image"", ""src"": ""https://bsbbyuaqibehvcbwugif.supabase.co/storage/v1/object/public/question-assets/biology/bio_ani_table_4.png"", ""alt"": ""Figure/Table Diagram for BIO-ANI-0044""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,Respiratory organs in arthropods include
5ec8d7e5-dee1-44fd-a9d4-d2bd4e30ea28,BIO-ANI-0045,a0eebc99-9c0b-4ef8-bb6d-6bb9bd380a13,b0eebc99-9c0b-4ef8-bb6d-6bb9bd380b16,MCQ,"[{""type"": ""text"", ""html"": ""<p>Sensory organs in arthropods like antennae, eyes, and balancing organs are called</p>""}]","[{""type"": ""text"", ""html"": ""<p>Refer to NCERT Class 11 Biology: Chapter 4 - Animal Kingdom.</p>""}]",Easy,4.0,1.0,a,grid_2x2,2024,NCERT Biology NEET Chapter 4 - Animal Kingdom,"Sensory organs in arthropods like antennae, eyes, and balancing organs are called"
